大陆全网,#genre#
凤凰香港 HD,http://qlive.fengshows.cn/live720p/PHK.flvtxSecret=daefe6664bbeadcfb4ee2338a48d041c&txTime=16f1ea41738#http://220.158.149.26:8180/TV00000000000000000068@HHZT;LIVE#http://220.158.149.26:8182/hls/TV00000000000000000068@HHZT.m3u8
凤凰电影 HD,https://116.77.72.195/streams/d/fhdy/playlist.m3u8
星空卫视 HD,https://116.77.72.195/streams/d/xkws/playlist.m3u8
卫视音乐 HD,rtmp://58.200.131.3:1935/livetv/channelv
无线星河 HD,http://www.zdlive.top/lstv/lstv.phpid=17#https://116.77.72.195/streams/d/tvbxh/playlist.m3u8
无线功夫 HD,http://www.zdlive.top/lstv/lstv.phpid=35
无线J2台 HD,http://www.zdlive.top/lstv/lstv.phpid=12
无线翡翠 HD,http://www.zdlive.top/lstv/lstv.phpid=1
无线明珠 HD,http://www.zdlive.top/lstv/lstv.phpid=13#https://116.77.72.195/streams/d/mzt/playlist.m3u8
无线缅甸 HD,https://edge2a.v2h-cdn.com/RE_HD/smil:TVB_HD_ABR.smil/chunklist_w223351532_b3564000_sltha.m3u8
有线电影 HD,http://www.zdlive.top/lstv/lstv.phpid=30
有线新闻 HD,http://www.zdlive.top/lstv/lstv.phpid=31
有线财经 HD,http://mott.cdn.cmi.chinamobile.com/livehls/MOB-NGW/01.m3u8
有线娱乐 HD,http://mott.cdn.cmi.chinamobile.com/live/72ee37b54d524bcb806957577dfdfd72/fe371c746eb94b01b7fb0e70569a2e9f-1.m3u8
有线18台 HD,rtmp://112.30.135.40:1935/live-zb.nanhailong.com/live/ch211
有线 603  HD,rtmp://112.30.135.40:1935/live-zb.nanhailong.com/live/ch215
now新闻 HD,http://www.zdlive.top/lstv/lstv.phpid=16
港台31台 HD,http://www.zdlive.top/lstv/lstv.phpid=31
港台32台 HD,http://www.zdlive.top/lstv/lstv.phpid=21
龍祥時代 HD,http://192.154.103.75:8080/ZZ_shidai/ZZ_shidai.m3u8#http://104.250.154.42:8080/ZZ_shidai/ZZ_shidai.m3u8
東森電影 HD,http://192.154.103.75:8080/ZZ_dongsendianying/ZZ_dongsendianying.m3u8
東森洋片 HD,http://192.154.103.75:8080/ZZ_dongsenyangpian/ZZ_dongsenyangpian.m3u8
华纳电影 HD,http://104.250.154.42:8080/ZZ_huanadianying/ZZ_huanadianying.m3u8
HBO亚洲 HD,vjms://58.215.133.194:8500:3502/live/cid=261
HBO强档 HD,vjms://58.215.133.194:8500:3502/live/cid=238
HBO家庭 HD,vjms://58.215.133.194:8500:3502/live/cid=181
HBO原创 HD,vjms://58.215.133.194:8500:3502/live/cid=436
HBO_R红 HD,https://livedoomovies.com/02_RedbyHBO_720p/chunklist.m3u8
AXN 电影 HD,vjms://58.215.133.194:8500:3502/live/cid=2
FOX 电影 HD,vjms://58.215.133.194:8500:3502/live/cid=94
KIX电影台HD,https://www.livedoomovies.com/02_KIX_Thailand_720p/chunklist.m3u8
Thrill惊悚HD,https://www.livedoomovies.com/02_Thrill_720p/chunklist.m3u8
现场音乐 HD,http://ws.flv.nimo.tv/live/su1599512427593r490f93a8a500f7d39cbb5ae9d8ea735b_high.flv
韩国综艺 HD,http://ws.flv.nimo.tv/live/su1599512427552r6613f3cb4ffb5a74123c2b4c30a05049_high.flv
中天新聞 HD,vjms://58.215.133.194:8500:3502/live/cid=407
東森新聞 HD,vjms://58.215.133.194:8500:3502/live/cid=340
東森財經 HD,vjms://58.215.133.194:8500:3502/live/cid=456
TVBS综合HD,vjms://58.215.133.194:8500:3502/live/cid=349
TVBS新聞HD,vjms://58.215.133.194:8500:3502/live/cid=348
非凡新聞 HD,vjms://58.215.133.194:8500:3502/live/cid=443
年代新聞 HD,vjms://58.215.133.194:8500:3502/live/cid=455
年代综合 HD,vjms://58.215.133.194:8500:3502/live/cid=439
三立新闻 HD,vjms://58.215.133.194:8500:3502/live/cid=352
三立都會 HD,vjms://58.215.133.194:8500:3502/live/cid=226
八大综合 HD,vjms://58.215.133.194:8500:3502/live/cid=441
民视频道 HD,vjms://58.215.133.194:8500:3502/live/cid=450
公视频道 HD,vjms://58.215.133.185:8500:3502/live/cid=236
原住民台 HD,http://bcovlive-a.akamaihd.net/82be3b97f67745058447484cc8a2d015/ap-southeast-1/5817780548001/profile_0/chunklist.m3u8
国家地理 HD,vjms://58.215.133.147:8500:3502/live/cid=115
地理野生 HD,vjms://58.215.133.194:8500:3502/live/cid=263
探索频道 HD,rtmp://58.200.131.3:1935/livetv/discovery#rtmp://58.200.131.2:1935/livetv/discovery
探索科学 HD,vjms://58.215.133.194:8500:3502/live/cid=457
探索世界 HD,vjms://58.215.133.194:8500:3502/live/cid=440
动物星球 HD,vjms://58.215.133.194:8500:3502/live/cid=3
旅游生活 HD,vjms://58.215.133.194:8500:3502/live/cid=103
緯來體育 HD,vjms://58.215.133.194:8500:3502/live/cid=202
緯來育乐 HD,rtmp://161.202.204.248:1935/sat/tv702
緯來戲劇 HD,vjms://58.215.133.185:8500:3502/live/cid=137
Fox-体育1HD,p2p://51.79.41.138:18912/5b140a970005af9a17d6fa9c392512d4.ts
Fox-体育2HD,vjms://58.215.133.194:8500:3502/live/cid=444
Fox-体育3HD,vjms://58.215.133.194:8500:3502/live/cid=95
日本摔角 HD,vjms://58.215.133.194:8500:3502/live/cid=408
日本体育 HD,vjms://58.215.133.194:8500:3502/live/cid=207
ETLA体育HD,vjms://58.215.133.184:8500:3502/live/cid=266
博斯高球 HD,vjms://58.215.133.194:8500:3502/live/cid=265
法国时尚 HD,vjms://58.215.133.194:8500:3502/live/cid=399
法国 5台 HD,vjms://58.215.133.185:8500:3502/live/cid=396
迪士尼台 HD,vjms://58.215.133.194:8500:3502/live/cid=361
第一宝贝 HD,http://61.222.191.50/live/F9YMztT5DcwWEr1f/index.m3u8
妙米卡通 HD,https://d3kw4vhbdpgtqk.cloudfront.net/hls/miaomipcweb/prog_index.m3u8
ATV 亚视 HD,https://15813114727637862976168173814320.live.prod.hkatv.com/a1_cbr_lo.m3u8#https://de035ceb0768225b04e9a007abe39fca.live.prod.hkatv.com/a1_cbr_lo.m3u8
香港卫视 HD,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
阳光卫视 HD,https://stream.chinasuntv.com/680k/mid_video_index.m3u8
耀才财经 HD,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
生命电视 HD,http://211.73.19.201/live/E6290DC0-BE6A-B7C4-79F5-114BDB417F9Es&cpid=admin&size
华藏卫视 HD,http://118.163.88.61:1935/hwazanlivetv/live.stream/playlist.m3u8
人间卫视 HD,http://54.64.23.79:1935/live/vod/playlist.m3u8
上德电视 HD,http://flv.ccdntech.com/live/_definst_/mp4:vod150_Live/live/playlist.m3u8
佛陀教育 HD,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist_w891345404.m3u8
大爱一台 HD,http://tv1.wanfudaluye.com/live/live.m3u8
大爱二台 HD,http://tv2.wanfudaluye.com/live/live.m3u8
大爱海外 HD,http://tv3.wanfudaluye.com/live/live.m3u8
澳门卫视 HD,http://220.158.149.26:8182/hls/TV00000000000000000140@HHZT.m3u8#http://stream.mastvnet.com/MSTV/SD/live.m3u8
澳亚卫视 HD,http://stream.mastvnet.com/MASTV/sd/live.m3u8
莲花卫视 HD,http://live-rtmp.lotustv.duolaibo.cn/lotustv/5562e9e4d409d24c9600075c.m3u8
奥视澳门 HD,http://61.244.22.6/ch1/ch1.live/playelist.m3u8
澳门综艺 HD,http://61.244.22.6/ch6/hd_ch6.live/chunklist_w286772255.m3u8
奥视体育 HD,http://61.244.22.6/ch4/sport_ch4.live/playlist.m3u8
澳门资讯 HD,http://61.244.22.6/ch5/info_ch5.live/chunklist_w1022765886.m3u8
澳门卫星 HD,http://61.244.22.6/ch3/ch3.live/playelist.m3u8
奥视葡文 HD,http://61.244.22.6/ch2/ch2.live/playelist.m3u8
澳门有线 HD1,http://202.175.127.77/live/show/ch1/index.m3u8
澳门有线 HD2,http://202.175.127.77/live/show/ch2/index.m3u8
澳门有线 HD3,http://202.175.127.77/live/show/ch3/index.m3u8
松视1台,p2p://51.79.41.136:18912/5c18f8fb00064883c0741bdf109f114a.ts.ts
松视2台,p2p://51.79.41.136:18912/5c18f8f7000d865dc0740e1426765941.ts.ts
松视3台,p2p://51.79.41.136:18912/5c18f9020004cea3c07436da29307240.ts.ts
惊艳台,p2p://51.79.41.136:18912/5c18f9100006a3e2c0746e0708a009f7.ts.ts
彩虹电影,p2p://51.79.41.136:18912/5c18f8eb000ca180c073df055bc26b76.ts.ts
彩虹E台,p2p://51.79.41.136:18912/5c18f8ef000d41c9c073eec574332890.ts.ts
彩虹k台,p2p://51.79.41.136:18912/5c18f8f300074bdfc073fcde6e553705.ts.ts
HOT星颖,p2p://51.79.41.136:18912/5c18f8e80001d046c073d07f7ee742c9.ts.ts
香蕉台,p2p://51.79.41.136:18912/5c18f9090004f8a0c07452412e4e369f.ts.ts
潘多拉粉红,p2p://51.79.41.136:18912/5c18f90c000e8229c074606a15084f35.ts.ts
潘多拉完美,p2p://51.79.41.136:18912/5c18f905000c08fbc07444661e2e685e.ts.ts
CCTV1,p2p://147.135.39.171:9906/5d09317c0007e99afd3056ba00257e6f.ts
CCTV2,p2p://147.135.39.171:9906/5d09317d0000bebcfd3058cd7d573245.ts
CCTV3,p2p://147.135.39.171:9906/5d09317c0001945bfd3055236aab4c12.ts
CCTV4,p2p://147.135.39.171:9906/5d09317b0008ed01fd30532027974771.ts
CCTV5,p2p://147.135.39.171:9906/5defdaa20006951f6ea06d5b0b04771d.ts
CCTV5+,p2p://147.135.39.171:9906/5defdaa2000abe986ea06e6573b7613d.ts
CCTV6,p2p://147.135.39.171:9906/5d09317c00033058fd305591319e7545.ts
CCTV7,p2p://147.135.39.171:9906/5d09317c00096eb4fd30572738845ae0.ts
CCTV8,p2p://147.135.39.171:9906/5d09317c0004c884fd3055ef169007fe.ts
CCTV9,p2p://147.135.39.171:9906/5d09317c00066c22fd30565c62376d8b.ts
CCTV10,p2p://147.135.39.171:9906/5d09317c000ad919fd3057857bc11667.ts
CCTV11,p2p://147.135.39.171:9906/5d09317c000c7145fd3057e35974736a.ts
CCTV12,p2p://147.135.39.171:9906/5d09317c000df65ffd3058503bc565fa.ts
CCTV13,p2p://147.135.39.171:9906/5d09317100003d09fd3029ce3bd9335b.ts
CCTV14,p2p://147.135.39.171:9906/5d0931710009a04bfd302c3f529d770d.ts
CCTV15,p2p://147.135.39.171:9906/5d093171000b532bfd302cac08fd22b4.ts
北京卫视,p2p://147.135.39.171:9906/5d0934c00004a62ffd3e1577415127f1.ts
天津卫视,p2p://147.135.39.171:9906/5d0934c00006590ffd3e15e437b7015d.ts
江苏卫视,p2p://147.135.39.171:9906/5d0934cc0006a55afd3e44e3440916f3.ts
浙江卫视,p2p://147.135.39.171:9906/5d0934cc000839b6fd3e45415d7a77d0.ts
山东卫视,p2p://147.135.39.171:9906/5d0934cc00099c7afd3e459f0ac734d1.ts
东南卫视,p2p://147.135.39.171:9906/5d0934cc000ca2ddfd3e466a5ba335eb.ts
湖北卫视,p2p://147.135.39.171:9906/5d0934c000005f5efd3e145d2fc47b41.ts
湖南卫视,p2p://147.135.39.171:9906/5d0934c00001c5f2fd3e14bb3f052277.ts
深圳卫视,p2p://147.135.39.171:9906/5d0934c000033428fd3e151923c65073.ts
广东卫视,p2p://147.135.39.171:9906/5d0934bf000a815cfd3e13153f6e6204.ts
香港卫视,http://zhibo.hkstv.tv/livestream/zb2yhapo/playlist.m3u8
梅州一台,p2p://147.135.39.171:9906/5d948ce4000dade486b37c47250d223e.ts
梅州二台,p2p://147.135.39.171:9906/5d9ae4f3000085839f8c0d646c103917.ts
广东体育HD,p2p://147.135.39.171:9906/5dfa63a700014ec41415db4e09d306d5.ts
新视觉HD,p2p://147.135.39.171:9906/5bf1abd000092362a42fced307a77d55.ts
广东南方卫视,p2p://147.135.39.171:9906/5dfa63a700068fd31415dca663bf081f.ts
珠江台,p2p://147.135.39.171:9906/5dfa63a6000bb4671415da16530b2262.ts
RTHK31,p2p://147.135.39.171:9906/5a8160d0000ea5d945593ba368ad0bff.ts
RTHK32,p2p://147.135.39.171:9906/5a8160d0000e5d5e45593b93288b0e9c.ts
凤凰中文台,p2p://147.135.39.171:9906/5a847b19000a3cb25194df38656776ea.ts
凤凰香港台,p2p://147.135.39.171:9906/5a847b19000a815c5194df483f003508.ts
凤凰资讯台,p2p://147.135.39.171:9906/5a847b190009f0675194df293b804350.ts
香港开电视,p2p://147.135.39.171:9906/5a84793500006ea0518d7a187ff810be.ts
翡翠台,p2p://147.135.39.171:9906/5dfa617f00076797140d70a545994988.ts
翡翠台(备),p2p://147.135.39.171:9906/5d62c7a0000afce5bebe1ae54b99735a.ts
J2,p2p://147.135.39.171:9906/5defdab5000c62a56ea0b90a0b532a03.ts
无线新闻台,p2p://147.135.39.171:9906/5dfa63a60001338a1415d76621bf735e.ts
无线新闻台(备),p2p://147.135.39.171:9906/5d9a2df6000c88299cbecee47d987ebd.ts
明珠台,p2p://147.135.39.171:9906/5defe1400004ed256eba461e3fa17ad5.ts
无线财经资讯台,p2p://147.135.39.171:9906/5d9a2c87000b43e99cb934ee7df41659.ts
ViuTV,p2p://147.135.39.171:9906/5d9a2e7b000d28609cc0d68b68a05dd1.ts
ViuTVsix,p2p://147.135.39.171:9906/5d9a2e7c0000af799cc0d74673341867.ts
耀才财经台,rtmp://202.69.69.180:443/webcast/bshdlive-pc
Mediacorp5,p2p://147.135.39.171:9906/5d62c43e0003c695beb0e24026975b97.ts
Mediacorp8,p2p://147.135.39.171:9906/5d62c43e0005d8d3beb0e2bd6f2040a0.ts
Suria,p2p://147.135.39.171:9906/5dc3d1b3000892f21458aab33c2d156a.ts
Vasantham TV,p2p://147.135.39.171:9906/5dc3d1b300044c311458a99a48d4477d.ts
CHANNEL NEWSASIA,p2p://147.135.39.171:9906/5d62c431000d1a95beb0b1da511854d1.ts
MediacorpU,p2p://147.135.39.171:9906/5d62c43e00076d2fbeb0e32b153126bd.ts
澳亚卫视,http://stream.mastvnet.com/MASTV/sd/live.m3u8
澳门莲花,p2p://147.135.39.171:9906/5d9a20ad000850999c8ae8a2716e5e6b.ts
民视HD,p2p://147.135.39.171:9906/5dfa63a6000609431415d89f7bbc0d50.ts
民视新闻台,p2p://147.135.39.171:9906/5bf1abd0000b912ea42fcf6f795e4d34.ts
台视HD,p2p://147.135.39.171:9906/5db2cc500005ea6ffd1f0dbd6f9e16c2.ts
中视HD,p2p://147.135.39.171:9906/5ccb24fd000166940a48704c15f0280b.ts
中视新聞HD,p2p://147.135.39.171:9906/5cc68d1700024b76fadeb42526e50971.ts
华视HD,p2p://147.135.39.171:9906/5ccb24fd00041cdb0a4870f776ce3ccb.ts
公视HD,p2p://147.135.39.171:9906/5af0a812000328b725ef8cbd2ff72555.ts
公视3HD,p2p://147.135.39.171:9906/5bb6326800007641bb4581152cda0eb7.ts
八大综合台,p2p://147.135.39.171:9906/5a813e87000dd40a44cb5b0440504cef.ts
八大娱乐台,p2p://147.135.39.171:9906/5bb6359e00061465bb520d7c1a191e7f.ts
八大第一台,p2p://147.135.39.171:9906/5af12f8f000b3c482801cd1f662f6276.ts
八大戏剧台,p2p://147.135.39.171:9906/5bb635af000a3140bb5250ee10843d6e.ts
东森新闻,p2p://147.135.39.171:9906/5ccb24fd000577fe0a487155217d6398.ts
东森财经新闻,p2p://147.135.39.171:9906/5ccb24fd000845280a4872117ce77b6d.ts
东森综合,p2p://147.135.39.171:9906/5d0934cd0000b34afd3e474552504b14.ts
东森电影,p2p://147.135.39.171:9906/5defe13e0007d9d56eba3f090a5f5661.ts
东森洋片,p2p://147.135.39.171:9906/5ab52470000003d0ae32d6af795d7aed.ts
东森戏剧,p2p://147.135.39.171:9906/5d0934cd000219dffd3e47a224154f6d.ts
东森幼幼,p2p://147.135.39.171:9906/5ccb2ab0000deaed0a5fdfa01e8c083b.ts
三立新闻,p2p://147.135.39.171:9906/5d9a37d90004ead99ce6cb4711915eb4.ts
三立新闻(备),p2p://147.135.39.171:9906/5a8d5ec100045db41188fde26c6b11bc.ts
三立综合台,p2p://147.135.39.171:9906/5bb639ba000649cdbb621adc40e344b5.ts
三立戏剧台,p2p://147.135.39.171:9906/5bb63a310009baffbb63ec9f48226cbc.ts
三立台湾台,p2p://147.135.39.171:9906/5ccb24fe0001be510a48744366cb7351.ts
三立都会台,p2p://147.135.39.171:9906/5ccb2ab0000c939a0a5fdf52363f1b46.ts
纬来戏剧,p2p://147.135.39.171:9906/5dfb22fe0007e7e5170148dc58a73c8f.ts
纬来戏剧(备),p2p://147.135.39.171:9906/5d02652a00020e6de2924f0039783b1d.ts
纬来综合,p2p://147.135.39.171:9906/5d02767e0000d1cee2d710624f990129.ts
纬来电影,p2p://147.135.39.171:9906/5dfa617f00023082140d6f4d3d413ea5.ts
纬来电影(备),p2p://147.135.39.171:9906/5d02652a0008ce7ce29250b652d44735.ts
纬来育乐,p2p://147.135.39.171:9906/5d026529000d09dce2924de7457665eb.ts
纬来日本,p2p://147.135.39.171:9906/5dfa617e000c916a140d6e057f6a5f7e.ts
纬来精采,p2p://147.135.39.171:9906/5dfb22930004ad4516ffa60950c9498e.ts
纬来体育,p2p://147.135.39.171:9906/5dfa617e00025002140d6b6552c55313.ts
纬来体育(备),p2p://147.135.39.171:9906/5d02652a00061465e292500a4d860d0c.ts
中天新闻,p2p://147.135.39.171:9906/5d9a3461000c5e329cd7e0cc2586313a.ts
中天综合,p2p://147.135.39.171:9906/5ccb2ab000086b4d0a5fde3845a8487a.ts
中天娱乐,p2p://147.135.39.171:9906/5defdaa0000974136ea066475c980b2d.ts
TVBS精采台,p2p://147.135.39.171:9906/5defdaa1000270e46ea0686a48260896.ts
TVBS新闻,p2p://147.135.39.171:9906/5d9a28ef00029f639cab28fb07b5784c.ts
TVBS欢乐,p2p://147.135.39.171:9906/5aacd344000480098d81abca759d10d8.ts
寰宇新闻台,p2p://147.135.39.171:9906/5cc68d1700042feefadeb4a262de7324.ts
寰宇新闻2台,p2p://147.135.39.171:9906/5cc68d1700058370fadeb50018e34ae4.ts
寰宇财经台,p2p://147.135.39.171:9906/5cc68d170006ea05fadeb55d2b4e742a.ts
寰宇综合台,p2p://147.135.39.171:9906/5cc68d17000835e5fadeb5ac777e2a70.ts
壹电视新闻,p2p://147.135.39.171:9906/5defdaa0000001f96ea063d66b7e3aa2.ts
壹电视综合,p2p://147.135.39.171:9906/5defdaa300000b5f6ea06f8e03f25db2.ts
非凡新闻,p2p://147.135.39.171:9906/5d9a29a9000125bb9cadff2e7a99563c.ts
非凡商业,p2p://147.135.39.171:9906/5ccb24fd0006c00e0a4871a36f7b302d.ts
年代新闻,p2p://147.135.39.171:9906/5defe1400000b7ea6eba450503ed45e8.ts
mio Stadium,p2p://147.135.39.171:9906/5d6b7e97000f0537e0d92571650c0e7a.ts
mio Stadium 2,p2p://147.135.39.171:9906/5d761ef6000df28e0f9a40de2c3d62bb.ts
龙华偶像,p2p://147.135.39.171:9906/5b093d430004c0e3052ab6512e2d051d.ts
FOX体育台,p2p://147.135.39.171:9906/5d9a1b6c0002719c9c7661341a964755.ts
FOX体育台2,p2p://147.135.39.171:9906/5d9a1b6c000411699c7661a17c777b16.ts
FOX体育台3,p2p://147.135.39.171:9906/5d9a1b6c0000bebc9c7660c661007eca.ts
靖天国际台,p2p://147.135.39.171:9906/5c6d32c60009d5b33a30e8946f4e2641.ts
靖天电影台,p2p://147.135.39.171:9906/5c6d32c7000229213a30ea886caf4ebe.ts
靖天戏剧台,p2p://147.135.39.171:9906/5ccb24fd000cf2f80a48733a60150db1.ts
靖洋戏剧台,p2p://147.135.39.171:9906/5c6d32bd000b75803a30c5da32fe76c0.ts
EYE TV戏剧,p2p://147.135.39.171:9906/5d09317d0005058dfd3059e676bc2410.ts
EYE TV旅游,p2p://147.135.39.171:9906/5d093186000b2d05fd307ea43bf61870.ts
亚洲美食,p2p://147.135.39.171:9906/5d9a2611000610959c9ff6b605c1339e.ts
美食星球,p2p://147.135.39.171:9906/5d9a1e71000179a79c822c7d105e320c.ts
TLC旅游台,p2p://147.135.39.171:9906/5cc692b800066481faf4b217169a5a1b.ts
爱尔达综合台,p2p://147.135.39.171:9906/5c6d32be0001e4773a30c7510bcd7ab9.ts
爱尔达影剧台,p2p://147.135.39.171:9906/5c6d32be0003567e3a30c7af36fa7278.ts
爱尔达体育1台,p2p://147.135.39.171:9906/5ccb2ab0000b34a70a5fdef47b3c1bb7.ts
爱尔达体育2台,p2p://147.135.39.171:9906/5ccb24fe0004931c0a4874ff7d3024dc.ts
爱尔达体育3台,p2p://147.135.39.171:9906/5ccb2aa4000a53950a5fafd51dcd1799.ts
博斯无限,p2p://147.135.39.171:9906/5defdab600015d2f6ea0ba230ef664fe.ts
博斯高球,p2p://147.135.39.171:9906/5defe13d000eb2006eba3ce647e056da.ts
博斯高球2,p2p://147.135.39.171:9906/5defe13e0003a4c36eba3e002cd3384a.ts
博斯网球,p2p://147.135.39.171:9906/5defe13d0008ad4b6eba3b603e5d1ebb.ts
博斯运动,p2p://147.135.39.171:9906/5defdab60006b85e6ea0bb7b06aa7d1f.ts
博斯运动2,p2p://147.135.39.171:9906/5defe15200024c6d6eba8bc2352f7151.ts
ELEVEN体育2台,p2p://147.135.39.171:9906/5ccb24f2000acda70a4847b57f224c35.ts
ELEVEN体育PLUS,p2p://147.135.39.171:9906/5ccb24f2000c306c0a4848132fd16cd4.ts
OUTDOOR HD,p2p://147.135.39.171:9906/5d9a2249000501bd9c9131285d654b92.ts
Z频道,p2p://147.135.39.171:9906/5bf1abd0000a63d2a42fcf21077e71ed.ts
采昌影剧台,p2p://147.135.39.171:9906/5cc68d170009a41bfadeb6093a05737b.ts
鸿基影剧台,p2p://147.135.39.171:9906/5cc68d17000b030ffadeb6675ac35d51.ts
星卫HD电影台,p2p://147.135.39.171:9906/5bf1abde000569b6a430048923c84ee6.ts
星卫娱乐台,p2p://147.135.39.171:9906/5bf1abde0006c8a9a43004e72a70203e.ts
卫视合家欢,p2p://147.135.39.171:9906/5bf1abd0000cc9fca42fcfbd5dee4d8e.ts
卫视西片,p2p://147.135.39.171:9906/5d09317d000352adfd30597906046a61.ts
卫视中文,p2p://147.135.39.171:9906/5defdaa1000b1a3d6ea06a9c17f77c44.ts
天映经典,p2p://147.135.39.171:9906/5ccb2aa5000361ef0a5fb1f844316b77.ts
天映频道,p2p://147.135.39.171:9906/5ccb2aa4000d24900a5fb09133bf28fa.ts
龙祥电影,p2p://147.135.39.171:9906/5ccb2aa5000202fc0a5fb1aa2fd80aa5.ts
美亚电影台HD,p2p://147.135.39.171:9906/5ccb2aa4000e70710a5fb0ef6ae02d57.ts
日舞电影台,p2p://147.135.39.171:9906/5ccb24f2000ee6b20a4848bf70943620.ts
好莱坞电影台,p2p://147.135.39.171:9906/5ccb2aa5000094c60a5fb14c0f6a544e.ts
HKC电影一台HD,p2p://147.135.39.171:9906/5dcd25fc000ac00438c9e87707b227db.ts
高清影视HD,p2p://147.135.39.171:9906/5d62c69b0005c5c0beba1e0508f04b03.ts
AXN,p2p://147.135.39.171:9906/5d0934cc000e598dfd3e46d715e921e3.ts
Catchplay,p2p://147.135.39.171:9906/5d9a1dbc0000f4249c7f69560fa702d5.ts
CinemaWorld,p2p://147.135.39.171:9906/5d9a26b0000d33d29ca265a2789e70ab.ts
CINEMAX,p2p://147.135.39.171:9906/5d9a26b0000b16229ca2651679a25739.ts
FOX HD,p2p://147.135.39.171:9906/5a8ba61f0000dd400ac649373ca13c59.ts
FOX动作电影,p2p://147.135.39.171:9906/5bb66c4f0004b1a1bc28d1b6558c4c9c.ts
FOX优质影院,p2p://147.135.39.171:9906/5bb66c660003dfd2bc292b5f00fc1524.ts
FOX家庭影院,p2p://147.135.39.171:9906/5d9a33bb000a299f9cd557cf4d121c23.ts
FOX犯罪影院,p2p://147.135.39.171:9906/5d62c824000892eabec01de937a226fd.ts
FX  HD,p2p://147.135.39.171:9906/5bb6701d0006e263bc38d7f2110b5b7c.ts
Horse Racing 88,p2p://147.135.39.171:9906/5d9a1aa20006d6f29c734d4d723f184f.ts
Horse Racing 89,p2p://147.135.39.171:9906/5d9a1aa200087e609c734dba617b10af.ts
华纳电视频道,p2p://147.135.39.171:9906/5defdaa0000d7e3f6ea0675076d26f43.ts
Baby First,p2p://147.135.39.171:9906/5c6d32bc000e2bc73a30c2ad0db643fc.ts
BabyTV,p2p://147.135.39.171:9906/5c6d32bd000e74413a30c6a527a2176a.ts
BBC Cbeebies,p2p://147.135.39.171:9906/5dea93910008156c5a02c21b24cc6be4.ts
Nick Jr.(英语),p2p://147.135.39.171:9906/5dea9391000dacc55a02c39228854fcb.ts
Nick Jr.,p2p://147.135.39.171:9906/5ccb24f2000d87be0a4848707cd71102.ts
Animax,p2p://147.135.39.171:9906/5d9a25ad00050d2e9c9e6fc864b540d4.ts
Smart知识台,p2p://147.135.39.171:9906/5d9a2742000e598d9ca4a0311f605579.ts
迪士尼XD,p2p://147.135.39.171:9906/5d0e4038000caa7e10fbdbd222ef2ac1.ts
迪士尼 Junior,p2p://147.135.39.171:9906/5d0e40380008321510fbdaa9437d36ee.ts
迪士尼频道(英语),p2p://147.135.39.171:9906/5dea93920003218e5a02c4ca21f02f09.ts
迪士尼频道,p2p://147.135.39.171:9906/5a62fecf0008f87207bc347031995ff2.ts
nickelodeon,p2p://147.135.39.171:9906/5d0e403800011a4910fbd8d44f7a61bc.ts
CN卡通频道,p2p://147.135.39.171:9906/5defe14000091d616eba47377b3a16c4.ts
CN卡通频道(英语),p2p://147.135.39.171:9906/5dea93910003206a5a02c0e279871b82.ts
Boomerang(英语),p2p://147.135.39.171:9906/5dea9390000d3b785a02bf8a11dd08b9.ts
Boomerang卡通频道,p2p://147.135.39.171:9906/5defdab700000f496ea0bdbd5c1a54bc.ts
曼迪日本台,p2p://147.135.39.171:9906/5cc692b800032c87faf4b14b336e74d0.ts
MOMO亲子台,p2p://147.135.39.171:9906/5cc68d17000c69a4fadeb6c56c456357.ts
MY-KIDS,p2p://147.135.39.171:9906/5d9a21a6000b29359c8eb6065ccf5c51.ts
国兴卫视,p2p://147.135.39.171:9906/5cc692b80007c375faf4b274502c5f68.ts
MTV LIVE音乐现场,p2p://147.135.39.171:9906/5d9a2a6100044aa29cb0ceb915667a36.ts
JET综合,p2p://147.135.39.171:9906/5cc692b800091326faf4b2d276df6a35.ts
好消息,p2p://147.135.39.171:9906/5c4fcc4b0006d6f27eee65db06e74b86.ts
好消息2,p2p://147.135.39.171:9906/5c4fcc4b000380747eee65001d9d1f2e.ts
大爱,p2p://147.135.39.171:9906/5ccb2ab00009ec960a5fdea60ef3424e.ts
大爱2台,p2p://147.135.39.171:9906/5cf8036a00062f19b9ed2756102d69d4.ts
希望电视台,http://bcliveuniv-lh.akamaihd.net/i/Live_1@384161/index_1200_av-p.m3u8
Channel 5,p2p://147.135.39.171:9906/5d0288710009e124e31d2feb423e20a7.ts
NBT,p2p://147.135.39.171:9906/5d0288710002dc6ce31d2e265dfe4c74.ts
Channel 3 Family,p2p://147.135.39.171:9906/5d028870000d1cefe31d2cde3d696d03.ts
MCOT Family,p2p://147.135.39.171:9906/5d02913b00039387e341023543d414b0.ts
TNN24,p2p://147.135.39.171:9906/5d0288c7000916f7e31e7fac3eaa64d8.ts
new)tv,p2p://147.135.39.171:9906/5d02913b00054a37e34102a254097196.ts
News11,p2p://147.135.39.171:9906/5d0288c7000aa3b1e31e800a25a04236.ts
SMM TV,p2p://147.135.39.171:9906/5d02885d00084cc9e31ce15e7ff80152.ts
